"Fofunkcio";"Funkcio";"Fejezet";"Cim";"Alcim";"Jogcim1";"Jogcim2";"Ecs";"Ke";"Nev";"Kiadas";"Bevetel";"Tamogatas";"Oszlop";"AHTT"
"F10";"F10";"FJ12";17;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;294313
"F10";"F10";"FJ12";17;0;0;0;2;6;"Beruházások";130,4;;;3;294313
"F10";"F10";"FJ12";18;0;0;0;0;0;"Nemzeti Agrárszaktanácsadási, Képzési és Vidékfejlesztési Intézet";;1246,7;172,3;1;304135
"F10";"F10";"FJ12";18;0;0;0;1;0;"Működési költségvetés";;;;2;304135
"F10";"F10";"FJ12";18;0;0;0;1;1;"Személyi juttatások";449,2;;;3;304135
"F10";"F10";"FJ12";18;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";93,8;;;3;304135
"F10";"F10";"FJ12";18;0;0;0;1;3;"Dologi kiadások";874,2;;;3;304135
"F10";"F10";"FJ12";18;0;0;0;1;5;"Egyéb működési célú kiadások";1;;;3;304135
"F10";"F10";"FJ12";18;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;304135
"F10";"F10";"FJ12";18;0;0;0;2;6;"Beruházások";0,8;;;3;304135
"F10";"F10";"FJ12";19;0;0;0;0;0;"Agrárgazdasági Kutató Intézet";;127,6;636,8;1;304124
"F10";"F10";"FJ12";19;0;0;0;1;0;"Működési költségvetés";;;;2;304124
"F10";"F10";"FJ12";19;0;0;0;1;1;"Személyi juttatások";476,6;;;3;304124
"F10";"F10";"FJ12";19;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";142,8;;;3;304124
"F10";"F10";"FJ12";19;0;0;0;1;3;"Dologi kiadások";144,9;;;3;304124
"F10";"F10";"FJ12";19;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;304124
"F10";"F10";"FJ12";19;0;0;0;2;6;"Beruházások";0,1;;;3;304124
"F16";"F16";"FJ12";20;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;1;4437
"F16";"F16";"FJ12";20;1;0;0;0;0;"Beruházás";;;;2;227030
"F10";"F10";"FJ12";20;1;21;0;0;0;"Szilvásváradi Lovasközpont fejlesztése";830;;830;3;343740
"F14";"F14";"FJ12";20;1;22;0;0;0;"Cséry-telepre vonatkozó kárelhárítási és rekultivációs terv elkészítése és kivitelezése";40;;40;3;344673
"F10";"F10";"FJ12";20;1;23;0;0;0;"Fábiánsebestyéni Kinizsi Park fejlesztése";44,5;;44,5;3;348140
"F16";"F16";"FJ12";20;2;0;0;0;0;"Környezetvédelmi célelőirányzatok";;;;2;6662
"F14";"F14";"FJ12";20;2;9;0;0;0;"Természetvédelmi kártalanítás";1550;;1550;3;256512
"F14";"F14";"FJ12";20;2;10;0;0;0;"Természetvédelmi pályázatok támogatása";251,8;;251,8;3;281901
"F14";"F14";"FJ12";20;2;11;0;0;0;"Hulladék-gazdálkodási feladatok támogatása";12747,2;;12747,2;3;256534
"F14";"F14";"FJ12";20;2;14;0;0;0;"Állami feladatok átvállalása a Nemzeti Környezetvédelmi Program megvalósításában";81;;81;3;258890
"F14";"F14";"FJ12";20;2;21;0;0;0;"Kisméretű szálló por (PM10) koncentrációjának csökkentésével kapcsolatos kiadások";54;;54;3;329673
"F16";"F16";"FJ12";20;3;0;0;0;0;"Agrár célelőirányzatok";;;;2;241578
"F10";"F10";"FJ12";20;3;2;0;0;0;"Agrárkutatás támogatása";68,2;;68,2;3;4471
"F10";"F10";"FJ12";20;3;4;0;0;0;"Határon átnyúló vidékfejlesztési feladatok támogatása";45,7;;45,7;3;278678
"F10";"F10";"FJ12";20;3;5;0;0;0;"Tanyafejlesztési Program";1415,2;;1415,2;3;297080
"F01";"F01f";"FJ12";20;3;6;0;0;0;"Hungarikumok és a nemzeti értéktár megőrzésének, népszerűsítésének támogatása";359,4;;359,4;3;338540
"F10";"F10";"FJ12";20;3;8;0;0;0;"Állami feladatok átvállalása az agrár- és vidékfejlesztési programok megvalósításában";107,5;;107,5;3;241601
"F05";"F05d";"FJ12";20;3;10;0;0;0;"Parlagfű elleni közérdekű védekezés végrehajtásának támogatása";46,1;;46,1;3;260601
"F10";"F10";"FJ12";20;3;13;0;0;0;"Osztatlan földtulajdon kimérésének költségei";3000;;3000;3;248712
"F10";"F10";"FJ12";20;3;16;0;0;0;"Ágazati gazdasági és hivatásrendi kamarák állami feladatainak támogatása";12,6;;12,6;3;248701
"F10";"F10";"FJ12";20;3;19;0;0;0;"Állami génmegőrzési feladatok támogatása";93,8;;93,8;3;283190
"F10";"F10";"FJ12";20;3;20;0;0;0;"Hegyközségek Nemzeti Tanácsa";600;;600;3;206972
"F10";"F10";"FJ12";20;3;25;0;0;0;"Nemzetközi szervezetek tagsági díjai";1405,3;;1405,3;3;270945
"F10";"F10";"FJ12";20;3;31;0;0;0;"Magyar Agrár-, Élelmiszergazdasági és Vidékfejlesztési Kamara közfeladatainak támogatása";1785,6;;1785,6;3;346140
"F08";"F08a";"FJ12";20;3;33;0;0;0;"Lovas rendezvények támogatása";107,5;;107,5;3;348151
"F10";"F10";"FJ12";20;4;0;0;0;0;"Uniós programok kiegészítő támogatása";;;;2;249401
"F10";"F10";"FJ12";20;4;6;0;0;0;"Méhészeti Nemzeti Program";682,5;;682,5;3;256389
"F10";"F10";"FJ12";20;4;7;0;0;0;"Igyál tejet program";2300;;2300;3;241089
"F10";"F10";"FJ12";20;4;8;0;0;0;"Egyes speciális szövetkezések (TÉSZ) támogatása";4512,8;;4512,8;3;260167
"F10";"F10";"FJ12";20;4;9;0;0;0;"Egyes állatbetegségek megelőzésének és felszámolásának támogatása";536,5;;536,5;3;281101
"F10";"F10";"FJ12";20;4;11;0;0;0;"Iskolagyümölcs program";1726;;1726;3;284267
"F16";"F16";"FJ12";20;5;0;0;0;0;"Nemzeti támogatások";;;;2;248890
"F10";"F10";"FJ12";20;5;3;0;0;0;"Állattenyésztési feladatok";815,7;;815,7;3;29692
"F10";"F10";"FJ12";20;5;4;0;0;0;"A sertéságazat helyzetét javító stratégiai intézkedések támogatása";1400;;1400;3;334740
"F10";"F10";"FJ12";20;5;5;0;0;0;"Vadgazdálkodás támogatása";76,2;;76,2;3;29713
"F10";"F10";"FJ12";20;5;6;0;0;0;"Nemzeti Erdőprogram";;;;3;284278
"F10";"F10";"FJ12";20;5;6;3;0;0;"Erdőfelújítás";131,4;;131,4;4;284301
"F10";"F10";"FJ12";20;5;6;4;0;0;"Erdőtelepítés, erdőszerkezet-átalakítás, fásítás";181,3;;181,3;4;284312
"F10";"F10";"FJ12";20;5;7;0;0;0;"Fejlesztési típusú támogatások";21,4;;21,4;3;250723
"F10";"F10";"FJ12";20;5;8;0;0;0;"Folyó kiadások és jövedelemtámogatások";77731,2;;77731,2;3;250734
"F10";"F10";"FJ12";20;5;9;0;0;0;"Állami halgazdálkodási feladatok támogatása";620;620;;3;343128
"F10";"F10";"FJ12";20;5;10;0;0;0;"Nemzeti agrár kárenyhítés";8600;4300;4300;3;265978
"F08";"F08f";"FJ12";20;5;11;0;0;0;"Erdei kisvasutak üzemeltetési támogatása";25;;25;3;331162
"F10";"F10";"FJ12";20;6;0;0;0;0;"Állat, növény- és GMO-kártalanítás";1000;;1000;2;203432
"F10";"F10";"FJ12";20;7;0;0;0;0;"Árfolyamkockázat és egyéb, EU által nem térített kiadások";;;;2;256401
"F10";"F10";"FJ12";20;7;1;0;0;0;"Uniós programok árfolyam-különbözete";200;;200;3;334228
"F10";"F10";"FJ12";20;7;2;0;0;0;"Egyéb EU által nem térített kiadások";500;;500;3;334239
"F16";"F16";"FJ12";20;8;0;0;0;0;"Állami tulajdonú társaságok szakmai feladatainak támogatása";;;;2;348184
"F10";"F10";"FJ12";20;8;1;0;0;0;"Állami ménesbirtokok szakmai feladatainak támogatása";750;;750;3;348195
"F10";"F10";"FJ12";20;8;2;0;0;0;"Állami erdőgazdasági társaságok szakmai feladatainak támogatása";500;;500;3;347984
"F10";"F10";"FJ12";20;13;0;0;0;0;"Peres ügyek";100;;100;2;338528
"F16";"F16";"FJ12";20;14;0;0;0;0;"Fejezeti általános tartalék";130,4;;130,4;2;4536
"F01";"F01b";"FJ12";21;0;0;0;0;0;"Tulajdonosi joggyakorlással kapcsolatos bevételek és kiadások";;;;1;349217
"F01";"F01b";"FJ12";21;2;0;0;0;0;"Tulajdonosi joggyakorlással kapcsolatos kiadások";;;;2;349228
"F01";"F01b";"FJ12";21;2;1;0;0;0;"Állami erdőgazdasági társaságok tőkeemelése";550;;;3;349295
"F16";"F16";"FJ13";0;0;0;0;0;0;"XIII. HONVÉDELMI MINISZTÉRIUM";;;;0;2576
"F16";"F16";"FJ13";1;0;0;0;0;0;"Honvédelmi Minisztérium";;;;1;15976
"F01";"F01a";"FJ13";1;1;0;0;0;0;"Honvédelmi Minisztérium igazgatása";;;4279,5;2;2587
"F01";"F01a";"FJ13";1;1;0;0;1;0;"Működési költségvetés";;;;3;2587
"F01";"F01a";"FJ13";1;1;0;0;1;1;"Személyi juttatások";3027,6;;;4;2587
"F01";"F01a";"FJ13";1;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";822,7;;;4;2587
"F01";"F01a";"FJ13";1;1;0;0;1;3;"Dologi kiadások";391;;;4;2587
"F01";"F01a";"FJ13";1;1;0;0;1;4;"Ellátottak pénzbeli juttatásai";11,7;;;4;2587
"F01";"F01a";"FJ13";1;1;0;0;2;0;"Felhalmozási költségvetés";;;;3;2587
"F01";"F01a";"FJ13";1;1;0;0;2;6;"Beruházások";21;;;4;2587
"F01";"F01a";"FJ13";1;1;0;0;2;8;"Egyéb felhalmozási célú kiadások";5,5;;;4;2587
"F02";"F02";"FJ13";1;2;0;0;0;0;"Egyéb HM szervezetek";;3783,3;73572,4;2;198279
"F02";"F02";"FJ13";1;2;0;0;1;0;"Működési költségvetés";;;;3;198279
"F02";"F02";"FJ13";1;2;0;0;1;1;"Személyi juttatások";4099,9;;;4;198279
"F02";"F02";"FJ13";1;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1023,6;;;4;198279
"F02";"F02";"FJ13";1;2;0;0;1;3;"Dologi kiadások";69321,5;;;4;198279
"F02";"F02";"FJ13";1;2;0;0;1;4;"Ellátottak pénzbeli juttatásai";349,5;;;4;198279
"F02";"F02";"FJ13";1;2;0;0;2;0;"Felhalmozási költségvetés";;;;3;198279
"F02";"F02";"FJ13";1;2;0;0;2;6;"Beruházások";218,1;;;4;198279
"F02";"F02";"FJ13";1;2;0;0;2;7;"Felújítások";764,7;;;4;198279
"F02";"F02";"FJ13";1;2;0;0;2;8;"Egyéb felhalmozási célú kiadások";1578,4;;;4;198279
"F02";"F02";"FJ13";2;0;0;0;0;0;"Magyar Honvédség";;;;1;198291
"F02";"F02";"FJ13";2;1;0;0;0;0;"Honvéd Vezérkar közvetlen szervezetei";;5291,4;49126,8;2;206895
"F02";"F02";"FJ13";2;1;0;0;1;0;"Működési költségvetés";;;;3;206895
"F02";"F02";"FJ13";2;1;0;0;1;1;"Személyi juttatások";19497,6;;;4;206895
"F02";"F02";"FJ13";2;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";5128,8;;;4;206895
"F02";"F02";"FJ13";2;1;0;0;1;3;"Dologi kiadások";22193,2;;;4;206895
"F02";"F02";"FJ13";2;1;0;0;1;4;"Ellátottak pénzbeli juttatásai";100,8;;;4;206895
"F02";"F02";"FJ13";2;1;0;0;1;5;"Egyéb működési célú kiadások";6;;;4;206895
"F02";"F02";"FJ13";2;1;0;0;2;0;"Felhalmozási költségvetés";;;;3;206895
"F02";"F02";"FJ13";2;1;0;0;2;6;"Beruházások";5837,6;;;4;206895
"F02";"F02";"FJ13";2;1;0;0;2;7;"Felújítások";1504,2;;;4;206895
"F02";"F02";"FJ13";2;1;0;0;2;8;"Egyéb felhalmozási célú kiadások";150;;;4;206895
"F02";"F02";"FJ13";2;2;0;0;0;0;"MH ÖHP és alárendelt szervezetei";;487,8;63996,6;2;206905
"F02";"F02";"FJ13";2;2;0;0;1;0;"Működési költségvetés";;;;3;206905
"F02";"F02";"FJ13";2;2;0;0;1;1;"Személyi juttatások";45578,3;;;4;206905
"F02";"F02";"FJ13";2;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";11799,2;;;4;206905
"F02";"F02";"FJ13";2;2;0;0;1;3;"Dologi kiadások";6641,9;;;4;206905
"F02";"F02";"FJ13";2;2;0;0;1;4;"Ellátottak pénzbeli juttatásai";297,4;;;4;206905
"F02";"F02";"FJ13";2;2;0;0;2;0;"Felhalmozási költségvetés";;;;3;206905
"F02";"F02";"FJ13";2;2;0;0;2;6;"Beruházások";167,6;;;4;206905
"F02";"F02";"FJ13";3;0;0;0;0;0;"Katonai Nemzetbiztonsági Szolgálat";;150;10915,3;1;198301
"F02";"F02";"FJ13";3;0;0;0;1;0;"Működési költségvetés";;;;2;198301
"F02";"F02";"FJ13";3;0;0;0;1;1;"Személyi juttatások";5828,2;;;3;198301
"F02";"F02";"FJ13";3;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1465,7;;;3;198301
"F02";"F02";"FJ13";3;0;0;0;1;3;"Dologi kiadások";3671;;;3;198301
"F02";"F02";"FJ13";3;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";21,4;;;3;198301
"F02";"F02";"FJ13";3;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;198301
"F02";"F02";"FJ13";3;0;0;0;2;6;"Beruházások";79;;;3;198301
"F05";"F05a";"FJ13";6;0;0;0;0;0;"MH Egészségügyi Központ";;22235,5;4145,8;1;2718
"F05";"F05a";"FJ13";6;0;0;0;1;0;"Működési költségvetés";;;;2;2718
"F05";"F05a";"FJ13";6;0;0;0;1;1;"Személyi juttatások";14499,3;;;3;2718
"F05";"F05a";"FJ13";6;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";3985,2;;;3;2718
"F05";"F05a";"FJ13";6;0;0;0;1;3;"Dologi kiadások";7609,9;;;3;2718
"F05";"F05a";"FJ13";6;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";71,9;;;3;2718
"F05";"F05a";"FJ13";6;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;2718
"F05";"F05a";"FJ13";6;0;0;0;2;6;"Beruházások";215;;;3;2718
"F04";"F04b";"FJ13";7;0;0;0;0;0;"Kratochvil Károly Honvéd Középiskola és Kollégium";;;270,1;1;342606
"F04";"F04b";"FJ13";7;0;0;0;1;0;"Működési költségvetés";;;;2;342606
"F04";"F04b";"FJ13";7;0;0;0;1;1;"Személyi juttatások";205,4;;;3;342606
"F04";"F04b";"FJ13";7;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";64;;;3;342606
"F04";"F04b";"FJ13";7;0;0;0;1;3;"Dologi kiadások";0,1;;;3;342606
"F04";"F04b";"FJ13";7;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";0,6;;;3;342606
"F16";"F16";"FJ13";8;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;1;2730
"F16";"F16";"FJ13";8;2;0;0;0;0;"Ágazati célelőirányzatok";;;;2;2774
"F02";"F02";"FJ13";8;2;1;0;0;0;"NATO és EU felajánlás alapján kialakításra kerülő készenléti alegységek alkalmazásának kiadásai (NRF, Battle Group és DCM)";100;;100;3;272578
"F08";"F08a";"FJ13";8;2;3;0;0;0;"Honvédelem érdekében tevékenykedő civil szervezetek támogatása";;;;3;32025
"F08";"F08f";"FJ13";8;2;3;6;0;0;"Honvédelem érdekében tevékenykedő civil szervezetek pályázati támogatása";40;;40;4;264378
"F08";"F08f";"FJ13";8;2;3;19;0;0;"Honvédelem érdekében tevékenykedő civil szervezetek támogatása";129,5;;129,5;4;302724
"F02";"F02";"FJ13";8;2;5;0;0;0;"Nonprofit korlátolt felelősségű társaságok támogatása";1435;;1435;3;241189
"F02";"F02";"FJ13";8;2;25;0;0;0;"Hozzájárulás a NATO Biztonsági Beruházási Programjához";2290,5;;2290,5;3;220459
"F16";"F16";"FJ13";8;2;39;0;0;0;"Alapítványok, közalapítványok támogatása";;;;3;297146
"F08";"F08a";"FJ13";8;2;39;1;0;0;"Magyar Futball Akadémia Alapítvány támogatása";50;;50;4;277589
"F06";"F06g";"FJ13";8;2;39;2;0;0;"MH Szociálpolitikai Közalapítvány által ellátott feladatok támogatása";53,7;;53,7;4;249756
"F06";"F06b";"FJ13";8;2;39;3;0;0;"Hozzájárulás a hadigondozásról szóló törvényt végrehajtó közalapítványhoz";2995;;2995;4;14881
"F16";"F16";"FJ13";8;2;40;0;0;0;"Nemzetközi tagdíjak, tagdíj jellegű befizetések";;;;3;297157
"F02";"F02";"FJ13";8;2;40;1;0;0;"Hozzájárulás a NATO költségvetéséhez";4010,1;;4010,1;4;220448
"F02";"F02";"FJ13";8;2;40;2;0;0;"Hozzájárulás az EU védelmi célú közös finanszírozású védelmi alapjaihoz";350;;350;4;249745
"F08";"F08f";"FJ13";8;2;42;0;0;0;"Nemzeti és kiemelt ünnepek, egyéb rendezvények, események támogatása";760;;760;3;240801
"F16";"F16";"FJ14";0;0;0;0;0;0;"XIV. BELÜGYMINISZTÉRIUM";;;;0;269490
"F01";"F01a";"FJ14";1;0;0;0;0;0;"Belügyminisztérium igazgatása";;25,5;5119,8;1;3704
"F01";"F01a";"FJ14";1;0;0;0;1;0;"Működési költségvetés";;;;2;3704
"F01";"F01a";"FJ14";1;0;0;0;1;1;"Személyi juttatások";3217,8;;;3;3704
"F01";"F01a";"FJ14";1;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";781,2;;;3;3704
"F01";"F01a";"FJ14";1;0;0;0;1;3;"Dologi kiadások";965,5;;;3;3704
"F01";"F01a";"FJ14";1;0;0;0;1;5;"Egyéb működési célú kiadások";146,1;;;3;3704
"F01";"F01a";"FJ14";1;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;3704
"F01";"F01a";"FJ14";1;0;0;0;2;6;"Beruházások";34,7;;;3;3704
"F03";"F03b";"FJ14";2;0;0;0;0;0;"Nemzeti Védelmi Szolgálat";;;4055,8;1;19435
"F03";"F03b";"FJ14";2;0;0;0;1;0;"Működési költségvetés";;;;2;19435
"F03";"F03b";"FJ14";2;0;0;0;1;1;"Személyi juttatások";2785;;;3;19435
"F03";"F03b";"FJ14";2;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";730,1;;;3;19435
"F03";"F03b";"FJ14";2;0;0;0;1;3;"Dologi kiadások";509,8;;;3;19435
"F03";"F03b";"FJ14";2;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;19435
"F03";"F03b";"FJ14";2;0;0;0;2;6;"Beruházások";30,9;;;3;19435
"F03";"F03b";"FJ14";4;0;0;0;0;0;"Terrorelhárítási Központ";;123;12332,8;1;294479
"F03";"F03b";"FJ14";4;0;0;0;1;0;"Működési költségvetés";;;;2;294479
"F03";"F03b";"FJ14";4;0;0;0;1;1;"Személyi juttatások";7218,8;;;3;294479
"F03";"F03b";"FJ14";4;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1971,2;;;3;294479
"F03";"F03b";"FJ14";4;0;0;0;1;3;"Dologi kiadások";1957,4;;;3;294479
"F03";"F03b";"FJ14";4;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;294479
"F03";"F03b";"FJ14";4;0;0;0;2;6;"Beruházások";908,4;;;3;294479
"F03";"F03b";"FJ14";4;0;0;0;2;7;"Felújítások";400;;;3;294479
"F03";"F03d";"FJ14";5;0;0;0;0;0;"Büntetés-végrehajtás";;2715,6;54200;1;3737
"F03";"F03d";"FJ14";5;0;0;0;1;0;"Működési költségvetés";;;;2;3737
"F03";"F03d";"FJ14";5;0;0;0;1;1;"Személyi juttatások";27148,9;;;3;3737
"F03";"F03d";"FJ14";5;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";6152,2;;;3;3737
"F03";"F03d";"FJ14";5;0;0;0;1;3;"Dologi kiadások";18644,5;;;3;3737
"F03";"F03d";"FJ14";5;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";2,7;;;3;3737
"F03";"F03d";"FJ14";5;0;0;0;1;5;"Egyéb működési célú kiadások";2;;;3;3737
"F03";"F03d";"FJ14";5;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;3737
"F03";"F03d";"FJ14";5;0;0;0;2;6;"Beruházások";4694,6;;;3;3737
"F03";"F03d";"FJ14";5;0;0;0;2;7;"Felújítások";157,7;;;3;3737
"F03";"F03d";"FJ14";5;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";113;;;3;3737
"F04";"F04d";"FJ14";6;0;0;0;0;0;"Közszolgálati Személyzetfejlesztési Főigazgatóság";;22,2;661,7;1;332184
"F04";"F04d";"FJ14";6;0;0;0;1;0;"Működési költségvetés";;;;2;332184
"F04";"F04d";"FJ14";6;0;0;0;1;1;"Személyi juttatások";448;;;3;332184
"F04";"F04d";"FJ14";6;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";114,9;;;3;332184
"F04";"F04d";"FJ14";6;0;0;0;1;3;"Dologi kiadások";121;;;3;332184
"F03";"F03b";"FJ14";7;0;0;0;0;0;"Rendőrség";;5301,6;254444,3;1;1580
"F03";"F03b";"FJ14";7;0;0;0;1;0;"Működési költségvetés";;;;2;1580
"F03";"F03b";"FJ14";7;0;0;0;1;1;"Személyi juttatások";166899,4;;;3;1580
"F03";"F03b";"FJ14";7;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";44368;;;3;1580
"F03";"F03b";"FJ14";7;0;0;0;1;3;"Dologi kiadások";42044,4;;;3;1580
"F03";"F03b";"FJ14";7;0;0;0;1;5;"Egyéb működési célú kiadások";811,2;;;3;1580
"F03";"F03b";"FJ14";7;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;1580
"F03";"F03b";"FJ14";7;0;0;0;2;6;"Beruházások";5233;;;3;1580
"F03";"F03b";"FJ14";7;0;0;0;2;7;"Felújítások";284,9;;;3;1580
"F03";"F03b";"FJ14";7;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";105;;;3;1580
"F03";"F03b";"FJ14";8;0;0;0;0;0;"Alkotmányvédelmi Hivatal";;47,4;6977,9;1;648
"F03";"F03b";"FJ14";8;0;0;0;1;0;"Működési költségvetés";;;;2;648
"F03";"F03b";"FJ14";8;0;0;0;1;1;"Személyi juttatások";4822,2;;;3;648
"F03";"F03b";"FJ14";8;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1313,3;;;3;648
"F03";"F03b";"FJ14";8;0;0;0;1;3;"Dologi kiadások";814;;;3;648
"F03";"F03b";"FJ14";8;0;0;0;1;5;"Egyéb működési célú kiadások";0,3;;;3;648
"F03";"F03b";"FJ14";8;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;648
"F03";"F03b";"FJ14";8;0;0;0;2;6;"Beruházások";55,5;;;3;648
"F03";"F03b";"FJ14";8;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";20;;;3;648
"F03";"F03b";"FJ14";9;0;0;0;0;0;"Nemzetbiztonsági Szakszolgálat";;170,6;17654,5;1;19370
"F03";"F03b";"FJ14";9;0;0;0;1;0;"Működési költségvetés";;;;2;19370
"F03";"F03b";"FJ14";9;0;0;0;1;1;"Személyi juttatások";10135,5;;;3;19370
"F03";"F03b";"FJ14";9;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";2635,4;;;3;19370
"F03";"F03b";"FJ14";9;0;0;0;1;3;"Dologi kiadások";2304,9;;;3;19370
"F03";"F03b";"FJ14";9;0;0;0;1;5;"Egyéb működési célú kiadások";0,4;;;3;19370
"F03";"F03b";"FJ14";9;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;19370
"F03";"F03b";"FJ14";9;0;0;0;2;6;"Beruházások";2705;;;3;19370
"F03";"F03b";"FJ14";9;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";43,9;;;3;19370
"F03";"F03b";"FJ14";10;0;0;0;0;0;"Szervezett Bűnözés Elleni Koordinációs Központ";;;194,7;1;235006
"F03";"F03b";"FJ14";10;0;0;0;1;0;"Működési költségvetés";;;;2;235006
"F03";"F03b";"FJ14";10;0;0;0;1;1;"Személyi juttatások";88,4;;;3;235006
"F03";"F03b";"FJ14";10;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";25,4;;;3;235006
"F03";"F03b";"FJ14";10;0;0;0;1;3;"Dologi kiadások";61,3;;;3;235006
"F03";"F03b";"FJ14";10;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;235006
"F03";"F03b";"FJ14";10;0;0;0;2;6;"Beruházások";19,6;;;3;235006
"F03";"F03c";"FJ14";12;0;0;0;0;0;"BM Országos Katasztrófavédelmi Főigazgatóság";;2633,2;52812,6;1;1711
"F03";"F03c";"FJ14";12;0;0;0;1;0;"Működési költségvetés";;;;2;1711
"F03";"F03c";"FJ14";12;0;0;0;1;1;"Személyi juttatások";36923,6;;;3;1711
"F03";"F03c";"FJ14";12;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";9175,4;;;3;1711
"F03";"F03c";"FJ14";12;0;0;0;1;3;"Dologi kiadások";4997,5;;;3;1711
"F03";"F03c";"FJ14";12;0;0;0;1;5;"Egyéb működési célú kiadások";18,4;;;3;1711
"F03";"F03c";"FJ14";12;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;1711
"F03";"F03c";"FJ14";12;0;0;0;2;6;"Beruházások";3706,2;;;3;1711
"F03";"F03c";"FJ14";12;0;0;0;2;7;"Felújítások";606,7;;;3;1711
"F03";"F03c";"FJ14";12;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";18;;;3;1711
"F06";"F06g";"FJ14";13;0;0;0;0;0;"Bevándorlási és Állampolgársági Hivatal";;104,4;8906,6;1;1755
"F06";"F06g";"FJ14";13;0;0;0;1;0;"Működési költségvetés";;;;2;1755
"F06";"F06g";"FJ14";13;0;0;0;1;1;"Személyi juttatások";3491,8;;;3;1755
"F06";"F06g";"FJ14";13;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";934,4;;;3;1755
"F06";"F06g";"FJ14";13;0;0;0;1;3;"Dologi kiadások";3600;;;3;1755
"F06";"F06g";"FJ14";13;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";103,7;;;3;1755
"F06";"F06g";"FJ14";13;0;0;0;1;5;"Egyéb működési célú kiadások";675,9;;;3;1755
"F06";"F06g";"FJ14";13;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;1755
"F06";"F06g";"FJ14";13;0;0;0;2;6;"Beruházások";205,2;;;3;1755
"F04";"F04d";"FJ14";15;0;0;0;0;0;"BM Nemzetközi Oktatási Központ";;414,5;532,8;1;236630
"F04";"F04d";"FJ14";15;0;0;0;1;0;"Működési költségvetés";;;;2;236630
"F04";"F04d";"FJ14";15;0;0;0;1;1;"Személyi juttatások";309,6;;;3;236630
"F04";"F04d";"FJ14";15;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";83,7;;;3;236630
"F04";"F04d";"FJ14";15;0;0;0;1;3;"Dologi kiadások";525,6;;;3;236630
"F04";"F04d";"FJ14";15;0;0;0;1;5;"Egyéb működési célú kiadások";15,4;;;3;236630
"F04";"F04d";"FJ14";15;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;236630
