Fofunkcio;Funkcio;Fejezet;Cím;Alcim;Jogcim1;Jogcim2;Ecs;Ke;Nev;Mûködési kiadás;Mûködési bevétel;Felhalmozási kiadás;Felhalmozási bevétel;Kiadas;Bevetel
F10;F10;12;20;20;01;05;00;00 ;            Iskolagyümölcs program;1 726,0;;;;1 726,0;0,0
F10;F10;12;21;00;00;00;00;00 ;   Központi kezelésû elõirányzatok;;;;;0,0;0,0
F10;F10;12;21;01;00;00;00;00 ;      Tulajdonosi joggyakorlással kapcsolatos bevételek és kiadások;;;;;0,0;0,0
F10;F10;12;21;01;01;00;00;00 ;         Állami erdõgazdasági társaságok tõkeemelése;;;550,0;;550,0;0,0
F10;F10;13;00;00;00;00;00;00 ;XIII. HONVÉDELMI MINISZTÉRIUM;;;;;0,0;0,0
F10;F10;13;01;00;00;00;00;00 ;   Honvédelmi Minisztérium;;;;;0,0;0,0
F01;F01.a;13;01;01;00;00;00;00 ;      Honvédelmi Minisztérium igazgatása;;;;;0,0;0,0
F01;F01.a;13;01;01;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F01;F01.a;13;01;01;00;00;01;01 ;            Személyi juttatások;3 523,2;;;;3 523,2;0,0
F01;F01.a;13;01;01;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;957,2;;;;957,2;0,0
F01;F01.a;13;01;01;00;00;01;03 ;            Dologi kiadások;405,3;;;;405,3;0,0
F01;F01.a;13;01;01;00;00;01;04 ;            Ellátottak pénzbeli juttatásai;21,4;;;;21,4;0,0
F01;F01.a;13;01;01;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.a;13;01;01;00;00;02;06 ;            Beruházások;;;20,0;;20,0;0,0
F01;F01.a;13;01;01;00;00;02;08 ;            Egyéb felhalmozási célú kiadások;;;5,5;;5,5;0,0
F02;F02;13;01;02;00;00;00;00 ;      Egyéb HM szervezetek;;2 230,1;;1 609,4;0,0;3 839,5
F02;F02;13;01;02;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F02;F02;13;01;02;00;00;01;01 ;            Személyi juttatások;5 607,7;;;;5 607,7;0,0
F02;F02;13;01;02;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 421,8;;;;1 421,8;0,0
F02;F02;13;01;02;00;00;01;03 ;            Dologi kiadások;78 747,2;;;;78 747,2;0,0
F02;F02;13;01;02;00;00;01;04 ;            Ellátottak pénzbeli juttatásai;342,0;;;;342,0;0,0
F02;F02;13;01;02;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F02;F02;13;01;02;00;00;02;06 ;            Beruházások;;;5 196,6;;5 196,6;0,0
F02;F02;13;01;02;00;00;02;07 ;            Felújítások;;;4 548,9;;4 548,9;0,0
F02;F02;13;01;02;00;00;02;08 ;            Egyéb felhalmozási célú kiadások;;;1 578,4;;1 578,4;0,0
F02;F02;13;02;00;00;00;00;00 ;   Magyar Honvédség;;;;;0,0;0,0
F02;F02;13;02;01;00;00;00;00 ;      Honvéd Vezérkar közvetlen szervezetei;;5 095,7;;150,0;0,0;5 245,7
F02;F02;13;02;01;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F02;F02;13;02;01;00;00;01;01 ;            Személyi juttatások;26 341,0;;;;26 341,0;0,0
F02;F02;13;02;01;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;6 896,9;;;;6 896,9;0,0
F02;F02;13;02;01;00;00;01;03 ;            Dologi kiadások;39 197,8;;;;39 197,8;0,0
F02;F02;13;02;01;00;00;01;04 ;            Ellátottak pénzbeli juttatásai;127,7;;;;127,7;0,0
F02;F02;13;02;01;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F02;F02;13;02;01;00;00;02;06 ;            Beruházások;;;25 987,1;;25 987,1;0,0
F02;F02;13;02;01;00;00;02;07 ;            Felújítások;;;6 165,7;;6 165,7;0,0
F02;F02;13;02;01;00;00;02;08 ;            Egyéb felhalmozási célú kiadások;;;150,0;;150,0;0,0
F02;F02;13;02;02;00;00;00;00 ;      MH ÖHP és alárendelt szervezetei;;477,3;;;0,0;477,3
F02;F02;13;02;02;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F02;F02;13;02;02;00;00;01;01 ;            Személyi juttatások;60 871,7;;;;60 871,7;0,0
F02;F02;13;02;02;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;15 699,8;;;;15 699,8;0,0
F02;F02;13;02;02;00;00;01;03 ;            Dologi kiadások;7 394,2;;;;7 394,2;0,0
F02;F02;13;02;02;00;00;01;04 ;            Ellátottak pénzbeli juttatásai;409,8;;;;409,8;0,0
F02;F02;13;02;02;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F02;F02;13;02;02;00;00;02;06 ;            Beruházások;;;135,3;;135,3;0,0
F02;F02;13;03;00;00;00;00;00 ;   Katonai Nemzetbiztonsági Szolgálat;;150,0;;;0,0;150,0
F02;F02;13;03;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F02;F02;13;03;00;00;00;01;01 ;         Személyi juttatások;8 014,7;;;;8 014,7;0,0
F02;F02;13;03;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;2 056,1;;;;2 056,1;0,0
F02;F02;13;03;00;00;00;01;03 ;         Dologi kiadások;4 301,9;;;;4 301,9;0,0
F02;F02;13;03;00;00;00;01;04 ;         Ellátottak pénzbeli juttatásai;38,8;;;;38,8;0,0
F02;F02;13;03;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F02;F02;13;03;00;00;00;02;06 ;         Beruházások;;;79,0;;79,0;0,0
F05;F05.a;13;06;00;00;00;00;00 ;   MH Egészségügyi Központ;;23 235,5;;;0,0;23 235,5
F05;F05.a;13;06;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F05;F05.a;13;06;00;00;00;01;01 ;         Személyi juttatások;16 406,5;;;;16 406,5;0,0
F05;F05.a;13;06;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;4 508,3;;;;4 508,3;0,0
F05;F05.a;13;06;00;00;00;01;03 ;         Dologi kiadások;8 480,1;;;;8 480,1;0,0
F05;F05.a;13;06;00;00;00;01;04 ;         Ellátottak pénzbeli juttatásai;94,1;;;;94,1;0,0
F05;F05.a;13;06;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F05;F05.a;13;06;00;00;00;02;06 ;         Beruházások;;;401,5;;401,5;0,0
F04;F04.b;13;07;00;00;00;00;00 ;   Kratochvil Károly Honvéd Középiskola és Kollégium;;;;;0,0;0,0
F04;F04.b;13;07;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F04;F04.b;13;07;00;00;00;01;01 ;         Személyi juttatások;219,2;;;;219,2;0,0
F04;F04.b;13;07;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;67,7;;;;67,7;0,0
F04;F04.b;13;07;00;00;00;01;03 ;         Dologi kiadások;0,5;;;;0,5;0,0
F04;F04.b;13;07;00;00;00;01;04 ;         Ellátottak pénzbeli juttatásai;1,2;;;;1,2;0,0
F04;F04.b;13;08;00;00;00;00;00 ;   Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F04;F04.b;13;08;02;00;00;00;00 ;      Ágazati célelõirányzatok;;;;;0,0;0,0
F02;F02;13;08;02;01;00;00;00 ;         NATO és EU felajánlás alapján kialakításra kerülõ készenléti alegységek alkalmazásának kiadásai (NRF, Battle Group, DCM és NFIU);100,0;;;;100,0;0,0
F02;F02;13;08;02;03;00;00;00 ;         Honvédelem érdekében tevékenykedõ civil szervezetek és érdekképviseleti szervek támogatása;;;;;0,0;0,0
F08;F08.f;13;08;02;03;06;00;00 ;            Honvédelem érdekében tevékenykedõ civil szervezetek pályázati támogatása;55,0;;;;55,0;0,0
F08;F08.f;13;08;02;03;19;00;00 ;            Honvédelem érdekében tevékenykedõ civil szervezetek és érdekképviseleti szervek támogatása;359,0;;;;359,0;0,0
F02;F02;13;08;02;05;00;00;00 ;         Nonprofit korlátolt felelõsségû társaságok támogatása;1 435,0;;;;1 435,0;0,0
F02;F02;13;08;02;25;00;00;00 ;         Hozzájárulás a NATO Biztonsági Beruházási Programjához;;;3 160,2;;3 160,2;0,0
F02;F02;13;08;02;39;00;00;00 ;         Alapítványok, közalapítványok támogatása;;;;;0,0;0,0
F08;F08.a;13;08;02;39;01;00;00 ;            Magyar Futball Akadémia Alapítvány támogatása;50,0;;;;50,0;0,0
F06;F06.f;13;08;02;39;02;00;00 ;            MH Szociálpolitikai Közalapítvány által ellátott feladatok támogatása;63,0;;;;63,0;0,0
F06;F06.f;13;08;02;39;03;00;00 ;            Hozzájárulás a hadigondozásról szóló törvényt végrehajtó közalapítványhoz;4 566,6;;;;4 566,6;0,0
F06;F06.f;13;08;02;40;00;00;00 ;         Nemzetközi tagdíjak, tagdíj jellegû befizetések;;;;;0,0;0,0
F02;F02;13;08;02;40;01;00;00 ;            Hozzájárulás a NATO költségvetéséhez;4 382,8;;;;4 382,8;0,0
F02;F02;13;08;02;40;02;00;00 ;            Hozzájárulás az EU védelmi célú közös finanszírozású védelmi alapjaihoz;468,0;;;;468,0;0,0
F01;F01.a;13;08;03;00;00;00;00 ;      Fejezeti stabilitási tartalék;2 661,9;;;;2 661,9;0,0
F01;F01.a;14;00;00;00;00;00;00 ;XIV. BELÜGYMINISZTÉRIUM;;;;;0,0;0,0
F01;F01.a;14;01;00;00;00;00;00 ;   Belügyminisztérium igazgatása;;25,5;;;0,0;25,5
F01;F01.a;14;01;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.a;14;01;00;00;00;01;01 ;         Személyi juttatások;3 325,4;;;;3 325,4;0,0
F01;F01.a;14;01;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;809,3;;;;809,3;0,0
F01;F01.a;14;01;00;00;00;01;03 ;         Dologi kiadások;903,3;;;;903,3;0,0
F01;F01.a;14;01;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;149,0;;;;149,0;0,0
F01;F01.a;14;01;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.a;14;01;00;00;00;02;06 ;         Beruházások;;;34,7;;34,7;0,0
F03;F03.b;14;02;00;00;00;00;00 ;   Nemzeti Védelmi Szolgálat;;;;;0,0;0,0
F03;F03.b;14;02;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F03;F03.b;14;02;00;00;00;01;01 ;         Személyi juttatások;4 284,7;;;;4 284,7;0,0
F03;F03.b;14;02;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 130,4;;;;1 130,4;0,0
F03;F03.b;14;02;00;00;00;01;03 ;         Dologi kiadások;584,5;;;;584,5;0,0
F03;F03.b;14;02;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F03;F03.b;14;02;00;00;00;02;06 ;         Beruházások;;;30,9;;30,9;0,0
F03;F03.b;14;04;00;00;00;00;00 ;   Terrorelhárítási Központ;;123,0;;;0,0;123,0
F03;F03.b;14;04;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F03;F03.b;14;04;00;00;00;01;01 ;         Személyi juttatások;12 699,9;;;;12 699,9;0,0
F03;F03.b;14;04;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;3 419,6;;;;3 419,6;0,0
F03;F03.b;14;04;00;00;00;01;03 ;         Dologi kiadások;2 353,0;;;;2 353,0;0,0
F03;F03.b;14;04;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F03;F03.b;14;04;00;00;00;02;06 ;         Beruházások;;;908,4;;908,4;0,0
F03;F03.b;14;04;00;00;00;02;07 ;         Felújítások;;;300,0;;300,0;0,0
F03;F03.d;14;05;00;00;00;00;00 ;   Büntetés-végrehajtás;;2 715,6;;;0,0;2 715,6
F03;F03.d;14;05;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F03;F03.d;14;05;00;00;00;01;01 ;         Személyi juttatások;40 047,9;;;;40 047,9;0,0
F03;F03.d;14;05;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;9 567,4;;;;9 567,4;0,0
F03;F03.d;14;05;00;00;00;01;03 ;         Dologi kiadások;20 089,5;;;;20 089,5;0,0
F03;F03.d;14;05;00;00;00;01;04 ;         Ellátottak pénzbeli juttatásai;2,7;;;;2,7;0,0
F03;F03.d;14;05;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;2,0;;;;2,0;0,0
F03;F03.d;14;05;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F03;F03.d;14;05;00;00;00;02;06 ;         Beruházások;;;22 746,5;;22 746,5;0,0
F03;F03.d;14;05;00;00;00;02;07 ;         Felújítások;;;157,7;;157,7;0,0
F03;F03.d;14;05;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;113,0;;113,0;0,0
F04;F04.d;14;06;00;00;00;00;00 ;   Közszolgálati Személyzetfejlesztési Fõigazgatóság;;22,2;;;0,0;22,2
F04;F04.d;14;06;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F04;F04.d;14;06;00;00;00;01;01 ;         Személyi juttatások;485,4;;;;485,4;0,0
F04;F04.d;14;06;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;125,0;;;;125,0;0,0
F04;F04.d;14;06;00;00;00;01;03 ;         Dologi kiadások;181,9;;;;181,9;0,0
F03;F03.b;14;07;00;00;00;00;00 ;   Rendõrség;;5 301,6;;;0,0;5 301,6
F03;F03.b;14;07;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F03;F03.b;14;07;00;00;00;01;01 ;         Személyi juttatások;206 504,2;;;;206 504,2;0,0
F03;F03.b;14;07;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;55 041,5;;;;55 041,5;0,0
F03;F03.b;14;07;00;00;00;01;03 ;         Dologi kiadások;37 739,5;;;;37 739,5;0,0
F03;F03.b;14;07;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;811,2;;;;811,2;0,0
F03;F03.b;14;07;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F03;F03.b;14;07;00;00;00;02;06 ;         Beruházások;;;6 657,0;;6 657,0;0,0
F03;F03.b;14;07;00;00;00;02;07 ;         Felújítások;;;451,7;;451,7;0,0
F03;F03.b;14;07;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;105,0;;105,0;0,0
F03;F03.b;14;08;00;00;00;00;00 ;   Alkotmányvédelmi Hivatal;;27,4;;20,0;0,0;47,4
F03;F03.b;14;08;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F03;F03.b;14;08;00;00;00;01;01 ;         Személyi juttatások;6 669,7;;;;6 669,7;0,0
F03;F03.b;14;08;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 812,0;;;;1 812,0;0,0
F03;F03.b;14;08;00;00;00;01;03 ;         Dologi kiadások;810,7;;;;810,7;0,0
F03;F03.b;14;08;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F03;F03.b;14;08;00;00;00;02;06 ;         Beruházások;;;106,4;;106,4;0,0
F03;F03.b;14;08;00;00;00;02;07 ;         Felújítások;;;7 000,0;;7 000,0;0,0
F03;F03.b;14;08;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;20,0;;20,0;0,0
F03;F03.b;14;09;00;00;00;00;00 ;   Nemzetbiztonsági Szakszolgálat;;197,6;;23,0;0,0;220,6
F03;F03.b;14;09;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F03;F03.b;14;09;00;00;00;01;01 ;         Személyi juttatások;13 605,8;;;;13 605,8;0,0
F03;F03.b;14;09;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;3 571,6;;;;3 571,6;0,0
F03;F03.b;14;09;00;00;00;01;03 ;         Dologi kiadások;3 708,7;;;;3 708,7;0,0
F03;F03.b;14;09;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;0,4;;;;0,4;0,0
F03;F03.b;14;09;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F03;F03.b;14;09;00;00;00;02;06 ;         Beruházások;;;2 705,0;;2 705,0;0,0
F03;F03.b;14;09;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;43,9;;43,9;0,0
F03;F03.b;14;10;00;00;00;00;00 ;   Szervezett Bûnözés Elleni Koordinációs Központ;;;;;0,0;0,0
F03;F03.b;14;10;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F03;F03.b;14;10;00;00;00;01;01 ;         Személyi juttatások;891,6;;;;891,6;0,0
F03;F03.b;14;10;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;242,3;;;;242,3;0,0
F03;F03.b;14;10;00;00;00;01;03 ;         Dologi kiadások;686,3;;;;686,3;0,0
F03;F03.b;14;10;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F03;F03.b;14;10;00;00;00;02;06 ;         Beruházások;;;19,6;;19,6;0,0
F03;F03.c;14;12;00;00;00;00;00 ;   BM Országos Katasztrófavédelmi Fõigazgatóság;;2 633,2;;;0,0;2 633,2
F03;F03.c;14;12;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F03;F03.c;14;12;00;00;00;01;01 ;         Személyi juttatások;52 031,9;;;;52 031,9;0,0
F03;F03.c;14;12;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;13 055,1;;;;13 055,1;0,0
F03;F03.c;14;12;00;00;00;01;03 ;         Dologi kiadások;9 355,7;;;;9 355,7;0,0
F03;F03.c;14;12;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;18,4;;;;18,4;0,0
F03;F03.c;14;12;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F03;F03.c;14;12;00;00;00;02;06 ;         Beruházások;;;3 706,5;;3 706,5;0,0
F03;F03.c;14;12;00;00;00;02;07 ;         Felújítások;;;606,7;;606,7;0,0
F03;F03.c;14;12;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;18,0;;18,0;0,0
F06;F06.g;14;13;00;00;00;00;00 ;   Bevándorlási és Állampolgársági Hivatal;;104,4;;;0,0;104,4
F06;F06.g;14;13;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F06;F06.g;14;13;00;00;00;01;01 ;         Személyi juttatások;3 636,1;;;;3 636,1;0,0
F06;F06.g;14;13;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;968,9;;;;968,9;0,0
F06;F06.g;14;13;00;00;00;01;03 ;         Dologi kiadások;3 459,7;;;;3 459,7;0,0
F06;F06.g;14;13;00;00;00;01;04 ;         Ellátottak pénzbeli juttatásai;110,1;;;;110,1;0,0
F06;F06.g;14;13;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;568,8;;;;568,8;0,0
F06;F06.g;14;13;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F06;F06.g;14;13;00;00;00;02;06 ;         Beruházások;;;213,0;;213,0;0,0
F04;F04.d;14;15;00;00;00;00;00 ;   BM Nemzetközi Oktatási Központ;;414,5;;;0,0;414,5
F04;F04.d;14;15;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F04;F04.d;14;15;00;00;00;01;01 ;         Személyi juttatások;372,4;;;;372,4;0,0
F04;F04.d;14;15;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;104,3;;;;104,3;0,0
F04;F04.d;14;15;00;00;00;01;03 ;         Dologi kiadások;596,7;;;;596,7;0,0
F04;F04.d;14;15;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;15,4;;;;15,4;0,0
F04;F04.d;14;15;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F04;F04.d;14;15;00;00;00;02;06 ;         Beruházások;;;5,0;;5,0;0,0
F04;F04.d;14;15;00;00;00;02;07 ;         Felújítások;;;8,0;;8,0;0,0
F14;F14;14;17;00;00;00;00;00 ;   Vízügyi Igazgatóságok;;2 940,7;;;0,0;2 940,7
F14;F14;14;17;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F14;F14;14;17;00;00;00;01;01 ;         Személyi juttatások;10 327,9;;;;10 327,9;0,0
F14;F14;14;17;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;3 005,0;;;;3 005,0;0,0
F14;F14;14;17;00;00;00;01;03 ;         Dologi kiadások;12 433,8;;;;12 433,8;0,0
F14;F14;14;17;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F14;F14;14;17;00;00;00;02;06 ;         Beruházások;;;806,5;;806,5;0,0
F01;F01.f;14;18;00;00;00;00;00 ;   Közigazgatási és Elektronikus Közszolgáltatások Központi Hivatala;;10 423,6;;;0,0;10 423,6
F01;F01.f;14;18;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.f;14;18;00;00;00;01;01 ;         Személyi juttatások;4 768,9;;;;4 768,9;0,0
F01;F01.f;14;18;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 291,1;;;;1 291,1;0,0
F01;F01.f;14;18;00;00;00;01;03 ;         Dologi kiadások;28 750,3;;;;28 750,3;0,0
F01;F01.f;14;18;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.f;14;18;00;00;00;02;06 ;         Beruházások;;;3 191,9;;3 191,9;0,0
F01;F01.f;14;18;00;00;00;02;07 ;         Felújítások;;;86,6;;86,6;0,0
F01;F01.f;14;20;00;00;00;00;00 ;   Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F01;F01.f;14;20;01;00;00;00;00 ;      Ágazati célfeladatok;;;;;0,0;0,0
F03;F03.b;14;20;01;02;00;00;00 ;         Energia-racionalizálás;;;100,3;100,3;100,3;100,3
F13;F13.b;14;20;01;50;00;00;00 ;         Víz-, környezeti és természeti katasztrófa kárelhárítás;260,0;;;;260,0;0,0
F12;F12.c;14;20;01;56;00;00;00 ;         Kormányzati infokommunikációs szolgáltatások;27 437,1;;;;27 437,1;0,0
F07;F07;14;20;01;57;00;00;00 ;         Regionális víziközmû rendszerek állami kötelezettségei és a pályázati fejlesztéséhez szükséges önerõ;;;7,5;;7,5;0,0
F13;F13.b;14;20;01;58;00;00;00 ;         Balatoni regionális víziközmû-hálózat fejlesztése;;;7,5;;7,5;0,0
F13;F13.b;14;20;01;59;00;00;00 ;         Ivóvízbázis-védelmi Program végrehajtása;;;20,5;;20,5;0,0
F07;F07;14;20;01;60;00;00;00 ;         Ivóvíz-minõség javító program;;;41,1;;41,1;0,0
F06;F06.g;14;20;01;61;00;00;00 ;         Integrációs támogatás elismert menekültek, oltalmazottak részére;107,1;;;;107,1;0,0
F06;F06.g;14;20;02;00;00;00;00 ;      Alapítványok és társadalmi önszervezõdések támogatása;;;;;0,0;0,0
F06;F06.g;14;20;02;02;00;00;00 ;         Társadalmi önszervezõdések támogatása;;;;;0,0;0,0
F03;F03.b;14;20;02;02;03;00;00 ;            Országos Polgárõr Szövetség;1 050,0;;;;1 050,0;0,0
F03;F03.c;14;20;02;02;05;00;00 ;            Önkéntes tûzoltóegyesületek és mentõszervezetek támogatása;600,0;;;;600,0;0,0
F08;F08.f;14;20;02;02;11;00;00 ;            Társadalmi szervezetek, alapítványok támogatása;172,0;;;;172,0;0,0
F03;F03.c;14;20;10;00;00;00;00 ;      Önkormányzati tûzoltóságok normatív támogatása;1 963,0;;;;1 963,0;0,0
F08;F08.b;14;20;11;00;00;00;00 ;      Duna Mûvész Együttesek támogatása;300,0;;;;300,0;0,0
F03;F03.b;14;20;12;00;00;00;00 ;      Hivatásos életpályával összefüggõ kiadások;10 160,0;;;;10 160,0;0,0
F13;F13.b;14;20;14;00;00;00;00 ;      A Víz Keretirányelv végrehajtásához szükséges intézkedési program;400,0;;;;400,0;0,0
F03;F03.b;14;20;15;00;00;00;00 ;      Hivatásos állomány túlszolgálatának pénzbeli megváltásával összefüggõ kiadások;3 500,0;;;;3 500,0;0,0
F03;F03.b;14;20;16;00;00;00;00 ;      Hivatásos állomány új társasági egyenruházatának bevezetésével összefüggõ kiadások;3 000,0;;;;3 000,0;0,0
F03;F03.b;14;20;17;00;00;00;00 ;      Hivatásos állomány szolgálatteljesítéssel összefüggõ egészségügyi alkalmatlanná válásával kapcsolatos életjáradéka;100,0;;;;100,0;0,0
F08;F08.f;14;20;18;00;00;00;00 ;      Magyar Rendvédelmi Kar;50,0;;;;50,0;0,0
F03;F03.b;14;20;19;00;00;00;00 ;      A Nemzeti Bûnmegelõzési Stratégia feladatrendszerének támogatása;700,0;;;;700,0;0,0
F03;F03.b;14;20;20;00;00;00;00 ;      Hivatásos állomány lakhatási feltételeinek javítása;1 000,0;;;;1 000,0;0,0
F03;F03.b;14;20;21;00;00;00;00 ;      Tömeges bevándorlás kezeléséhez kapcsolódó kiadások;100,0;;;;100,0;0,0
F03;F03.b;14;20;22;00;00;00;00 ;      A terrorellenes intézkedések megvalósításához kapcsolódó kiadások;100,0;;;;100,0;0,0
F01;F01.a;14;20;23;00;00;00;00 ;      Fejezeti stabilitási tartalék;4 930,1;;;;4 930,1;0,0
F01;F01.a;14;20;25;00;00;00;00 ;      Európai uniós fejlesztési programok;;;;;0,0;0,0
F03;F03.b;14;20;25;01;00;00;00 ;         Európai Uniós és nemzetközi projektek/programok megvalósításához kapcsolódó kiadások;273,6;410,0;445,4;;719,0;410,0
F03;F03.b;14;20;25;04;00;00;00 ;         Belügyi Alapok;;;;;0,0;0,0
F03;F03.b;14;20;25;04;01;00;00 ;            Belsõ Biztonsági Alap;567,4;927,1;2 497,7;;3 065,1;927,1
F06;F06.g;14;20;25;04;02;00;00 ;            Menekültügyi, Migrációs és Integrációs Alap;2 038,4;484,7;946,3;;2 984,7;484,7
F03;F03.b;14;20;25;04;03;00;00 ;            Belügyi Alapok technikai költségkerete;52,3;37,3;;;52,3;37,3
F03;F03.b;14;21;00;00;00;00;00 ;   Központi kezelésû elõirányzatok;;;;;0,0;0,0
F02;F02;14;21;01;00;00;00;00 ;      K-600 hírrendszer mûködtetésére;55,0;;;;55,0;0,0
F02;F02;14;21;02;00;00;00;00 ;      Tulajdonosi joggyakorlással kapcsolatos bevételek és kiadások;;;;;0,0;0,0
F09;F09;14;21;02;01;00;00;00 ;         Magyar Gáz Tranzit Zrt. tõkeemelése;2 000,0;;;;2 000,0;0,0
F09;F09;15;00;00;00;00;00;00 ;XV. NEMZETGAZDASÁGI MINISZTÉRIUM;;;;;0,0;0,0
F01;F01.a;15;01;00;00;00;00;00 ;   Nemzetgazdasági Minisztérium igazgatása;;7 290,9;;38,3;0,0;7 329,2
F01;F01.a;15;01;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.a;15;01;00;00;00;01;01 ;         Személyi juttatások;10 960,3;;;;10 960,3;0,0
