"Fo";"Fofunkcio";"Funkcio";"Fejezet";"Cim";"Alcim";"Jogcim1";"Jogcim2";"Ecs";"Ke";"Nev";"Kiadas";"Bevetel";"Tamogatas";"AHTT";"Oszlop"
FALSE;"F10";"F10";"FJ12";18;0;0;0;1;0;"Működési költségvetés";;;;304135;2
FALSE;"F10";"F10";"FJ12";18;0;0;0;1;1;"Személyi juttatások";591,7;;;304135;3
FALSE;"F10";"F10";"FJ12";18;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";152,3;;;304135;3
FALSE;"F10";"F10";"FJ12";18;0;0;0;1;3;"Dologi kiadások";123,3;;;304135;3
FALSE;"F10";"F10";"FJ12";18;0;0;0;1;5;"Egyéb működési célú kiadások";1;;;304135;3
FALSE;"F10";"F10";"FJ12";18;0;0;0;2;0;"Felhalmozási költségvetés";;;;304135;2
FALSE;"F10";"F10";"FJ12";18;0;0;0;2;6;"Beruházások";6;;;304135;3
FALSE;"F10";"F10";"FJ12";19;0;0;0;0;0;"Agrárgazdasági Kutató Intézet";;105;927,8;304124;1
FALSE;"F10";"F10";"FJ12";19;0;0;0;1;0;"Működési költségvetés";;;;304124;2
FALSE;"F10";"F10";"FJ12";19;0;0;0;1;1;"Személyi juttatások";462,6;;;304124;3
FALSE;"F10";"F10";"FJ12";19;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";139;;;304124;3
FALSE;"F10";"F10";"FJ12";19;0;0;0;1;3;"Dologi kiadások";431,1;;;304124;3
FALSE;"F10";"F10";"FJ12";19;0;0;0;2;0;"Felhalmozási költségvetés";;;;304124;2
FALSE;"F10";"F10";"FJ12";19;0;0;0;2;6;"Beruházások";0,1;;;304124;3
FALSE;"F16";"F16";"FJ12";20;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;4437;1
FALSE;"F16";"F16";"FJ12";20;1;0;0;0;0;"Beruházás";;;;227030;2
FALSE;"F08";"F08a";"FJ12";20;1;21;0;0;0;"Szilvásváradi Lovasközpont fejlesztése";2760;;2760;343740;3
FALSE;"F16";"F16";"FJ12";20;2;0;0;0;0;"Környezetvédelmi célelőirányzatok";;;;6662;2
FALSE;"F14";"F14";"FJ12";20;2;9;0;0;0;"Természetvédelmi kártalanítás";1200;;1200;256512;3
FALSE;"F14";"F14";"FJ12";20;2;10;0;0;0;"Természetvédelmi pályázatok támogatása";207,9;;207,9;281901;3
FALSE;"F14";"F14";"FJ12";20;2;11;0;0;0;"Hulladék-gazdálkodási feladatok támogatása";12750;;12750;256534;3
FALSE;"F14";"F14";"FJ12";20;2;14;0;0;0;"Állami feladatok átvállalása a Nemzeti Környezetvédelmi Program megvalósításában";81;;81;258890;3
FALSE;"F14";"F14";"FJ12";20;2;21;0;0;0;"Kisméretű szálló por (PM10) koncentrációjának csökkentésével kapcsolatos kiadások";54;;54;329673;3
FALSE;"F16";"F16";"FJ12";20;3;0;0;0;0;"Agrár célelőirányzatok";;;;241578;2
FALSE;"F10";"F10";"FJ12";20;3;2;0;0;0;"Agrárkutatás támogatása";141,4;;141,4;4471;3
FALSE;"F10";"F10";"FJ12";20;3;4;0;0;0;"Határon átnyúló agrár- és környezetvédelmi feladatok támogatása";100;;100;278678;3
FALSE;"F10";"F10";"FJ12";20;3;5;0;0;0;"Tanyafejlesztési Program";1225;;1225;297080;3
FALSE;"F01";"F01f";"FJ12";20;3;6;0;0;0;"Hungarikumok és a nemzeti értéktár megőrzésének, népszerűsítésének támogatása";500;;500;338540;3
FALSE;"F10";"F10";"FJ12";20;3;8;0;0;0;"Agrárágazati szakmai civil szervezetek és képviseletek támogatása";107,5;;107,5;241601;3
FALSE;"F05";"F05d";"FJ12";20;3;10;0;0;0;"Parlagfű elleni közérdekű védekezés végrehajtásának támogatása";46,1;;46,1;260601;3
FALSE;"F10";"F10";"FJ12";20;3;13;0;0;0;"Osztatlan földtulajdon kimérésének költségei";2650;;2650;248712;3
FALSE;"F10";"F10";"FJ12";20;3;16;0;0;0;"Ágazati gazdasági és hivatásrendi kamarák állami feladatainak támogatása";12,6;;12,6;248701;3
FALSE;"F10";"F10";"FJ12";20;3;19;0;0;0;"Állami génmegőrzési feladatok támogatása";91,8;;91,8;283190;3
FALSE;"F10";"F10";"FJ12";20;3;20;0;0;0;"Hegyközségek Nemzeti Tanácsa";550;;550;206972;3
FALSE;"F13";"F13b";"FJ12";20;3;25;0;0;0;"Nemzetközi szervezetek tagsági díjai";1405,3;;1405,3;270945;3
FALSE;"F10";"F10";"FJ12";20;3;31;0;0;0;"Magyar Agrár-, Élelmiszergazdasági és Vidékfejlesztési Kamara közfeladatainak támogatása";2852;;2852;346140;3
FALSE;"F08";"F08a";"FJ12";20;3;33;0;0;0;"Lovas rendezvények támogatása";185;;185;348151;3
FALSE;"F10";"F10";"FJ12";20;4;0;0;0;0;"Uniós programok kiegészítő támogatása";;;;249401;2
FALSE;"F10";"F10";"FJ12";20;4;6;0;0;0;"Méhészeti Nemzeti Program";682,5;;682,5;256389;3
FALSE;"F10";"F10";"FJ12";20;4;7;0;0;0;"Igyál tejet program";2600;;2600;241089;3
FALSE;"F10";"F10";"FJ12";20;4;8;0;0;0;"Egyes speciális szövetkezések (TÉSZ) támogatása";4212,8;;4212,8;260167;3
FALSE;"F10";"F10";"FJ12";20;4;9;0;0;0;"Egyes állatbetegségek megelőzésének és felszámolásának támogatása";536,5;;536,5;281101;3
FALSE;"F10";"F10";"FJ12";20;4;11;0;0;0;"Iskolagyümölcs program";1726;;1726;284267;3
FALSE;"F16";"F16";"FJ12";20;5;0;0;0;0;"Nemzeti támogatások";;;;248890;2
FALSE;"F10";"F10";"FJ12";20;5;3;0;0;0;"Állattenyésztési feladatok";960;;960;29692;3
FALSE;"F10";"F10";"FJ12";20;5;4;0;0;0;"A sertéságazat helyzetét javító stratégiai intézkedések támogatása";1125;;1125;334740;3
FALSE;"F10";"F10";"FJ12";20;5;5;0;0;0;"Vadgazdálkodás támogatása";76,2;;76,2;29713;3
FALSE;"F10";"F10";"FJ12";20;5;6;0;0;0;"Nemzeti Erdőprogram";;;;284278;3
FALSE;"F10";"F10";"FJ12";20;5;6;3;0;0;"Erdőfelújítás";131,4;;131,4;284301;4
FALSE;"F10";"F10";"FJ12";20;5;6;4;0;0;"Erdőtelepítés, erdőszerkezet-átalakítás, fásítás";176,3;;176,3;284312;4
FALSE;"F10";"F10";"FJ12";20;5;7;0;0;0;"Fejlesztési típusú támogatások";21,4;;21,4;250723;3
FALSE;"F10";"F10";"FJ12";20;5;8;0;0;0;"Folyó kiadások és jövedelemtámogatások";75471;;75471;250734;3
FALSE;"F10";"F10";"FJ12";20;5;9;0;0;0;"Állami halgazdálkodási feladatok támogatása";514;;514;343128;3
FALSE;"F10";"F10";"FJ12";20;5;10;0;0;0;"Nemzeti agrár kárenyhítés";8600;4300;4300;265978;3
FALSE;"F08";"F08f";"FJ12";20;5;11;0;0;0;"Erdei kisvasutak üzemeltetési támogatása";30;;30;331162;3
FALSE;"F10";"F10";"FJ12";20;6;0;0;0;0;"Állat, növény- és GMO-kártalanítás";1000;;1000;203432;2
FALSE;"F10";"F10";"FJ12";20;7;0;0;0;0;"Árfolyamkockázat és egyéb, EU által nem térített kiadások";;;;256401;2
FALSE;"F10";"F10";"FJ12";20;7;1;0;0;0;"Uniós programok árfolyam-különbözete";200;;200;334228;3
FALSE;"F10";"F10";"FJ12";20;7;2;0;0;0;"Egyéb EU által nem térített kiadások";500;;500;334239;3
FALSE;"F16";"F16";"FJ12";20;8;0;0;0;0;"Állami tulajdonú társaságok szakmai feladatainak támogatása";;;;348184;2
FALSE;"F10";"F10";"FJ12";20;8;1;0;0;0;"Állami ménesbirtokok szakmai feladatainak támogatása";750;;750;348195;3
FALSE;"F10";"F10";"FJ12";20;8;2;0;0;0;"Állami erdőgazdasági társaságok szakmai feladatainak támogatása";500;;500;347984;3
FALSE;"F13";"F13b";"FJ12";20;13;0;0;0;0;"Peres ügyek";100;;100;338528;2
FALSE;"F01";"F01a";"FJ12";20;14;0;0;0;0;"Fejezeti általános tartalék";130,4;;130,4;4536;2
FALSE;"F01";"F01a";"FJ12";20;18;0;0;0;0;"Fejezeti stabilitási tartalék";1666,9;;1666,9;352106;2
FALSE;"F01";"F01b";"FJ12";21;0;0;0;0;0;"Tulajdonosi joggyakorlással kapcsolatos bevételek és kiadások";;;;349217;1
FALSE;"F01";"F01b";"FJ12";21;2;0;0;0;0;"Tulajdonosi joggyakorlással kapcsolatos kiadások";;;;349228;2
FALSE;"F01";"F01b";"FJ12";21;2;1;0;0;0;"Állami erdőgazdasági társaságok tőkeemelése";550;;;349295;3
FALSE;"F16";"F16";"FJ13";0;0;0;0;0;0;"XIII. HONVÉDELMI MINISZTÉRIUM";;;;2576;0
FALSE;"F16";"F16";"FJ13";1;0;0;0;0;0;"Honvédelmi Minisztérium";;;;15976;1
FALSE;"F01";"F01a";"FJ13";1;1;0;0;0;0;"Honvédelmi Minisztérium igazgatása";;;4794,9;2587;2
FALSE;"F01";"F01a";"FJ13";1;1;0;0;1;0;"Működési költségvetés";;;;2587;3
FALSE;"F01";"F01a";"FJ13";1;1;0;0;1;1;"Személyi juttatások";3432,9;;;2587;4
FALSE;"F01";"F01a";"FJ13";1;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";932,8;;;2587;4
FALSE;"F01";"F01a";"FJ13";1;1;0;0;1;3;"Dologi kiadások";391;;;2587;4
FALSE;"F01";"F01a";"FJ13";1;1;0;0;1;4;"Ellátottak pénzbeli juttatásai";11,7;;;2587;4
FALSE;"F01";"F01a";"FJ13";1;1;0;0;2;0;"Felhalmozási költségvetés";;;;2587;3
FALSE;"F01";"F01a";"FJ13";1;1;0;0;2;6;"Beruházások";21;;;2587;4
FALSE;"F01";"F01a";"FJ13";1;1;0;0;2;8;"Egyéb felhalmozási célú kiadások";5,5;;;2587;4
FALSE;"F02";"F02";"FJ13";1;2;0;0;0;0;"Egyéb HM szervezetek";;3839,5;84255,4;198279;2
FALSE;"F02";"F02";"FJ13";1;2;0;0;1;0;"Működési költségvetés";;;;198279;3
FALSE;"F02";"F02";"FJ13";1;2;0;0;1;1;"Személyi juttatások";5198;;;198279;4
FALSE;"F02";"F02";"FJ13";1;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1319,5;;;198279;4
FALSE;"F02";"F02";"FJ13";1;2;0;0;1;3;"Dologi kiadások";74228,3;;;198279;4
FALSE;"F02";"F02";"FJ13";1;2;0;0;1;4;"Ellátottak pénzbeli juttatásai";349,5;;;198279;4
FALSE;"F02";"F02";"FJ13";1;2;0;0;2;0;"Felhalmozási költségvetés";;;;198279;3
FALSE;"F02";"F02";"FJ13";1;2;0;0;2;6;"Beruházások";4025,8;;;198279;4
FALSE;"F02";"F02";"FJ13";1;2;0;0;2;7;"Felújítások";1395,4;;;198279;4
FALSE;"F02";"F02";"FJ13";1;2;0;0;2;8;"Egyéb felhalmozási célú kiadások";1578,4;;;198279;4
FALSE;"F02";"F02";"FJ13";2;0;0;0;0;0;"Magyar Honvédség";;;;198291;1
FALSE;"F02";"F02";"FJ13";2;1;0;0;0;0;"Honvéd Vezérkar közvetlen szervezetei";;5245,7;61693,6;206895;2
FALSE;"F02";"F02";"FJ13";2;1;0;0;1;0;"Működési költségvetés";;;;206895;3
FALSE;"F02";"F02";"FJ13";2;1;0;0;1;1;"Személyi juttatások";25092,9;;;206895;4
FALSE;"F02";"F02";"FJ13";2;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";6610,2;;;206895;4
FALSE;"F02";"F02";"FJ13";2;1;0;0;1;3;"Dologi kiadások";24094,5;;;206895;4
FALSE;"F02";"F02";"FJ13";2;1;0;0;1;4;"Ellátottak pénzbeli juttatásai";100,8;;;206895;4
FALSE;"F02";"F02";"FJ13";2;1;0;0;1;5;"Egyéb működési célú kiadások";6;;;206895;4
FALSE;"F02";"F02";"FJ13";2;1;0;0;2;0;"Felhalmozási költségvetés";;;;206895;3
FALSE;"F02";"F02";"FJ13";2;1;0;0;2;6;"Beruházások";9616,9;;;206895;4
FALSE;"F02";"F02";"FJ13";2;1;0;0;2;7;"Felújítások";1268;;;206895;4
FALSE;"F02";"F02";"FJ13";2;1;0;0;2;8;"Egyéb felhalmozási célú kiadások";150;;;206895;4
FALSE;"F02";"F02";"FJ13";2;2;0;0;0;0;"MH ÖHP és alárendelt szervezetei";;477,3;82506,3;206905;2
FALSE;"F02";"F02";"FJ13";2;2;0;0;1;0;"Működési költségvetés";;;;206905;3
FALSE;"F02";"F02";"FJ13";2;2;0;0;1;1;"Személyi juttatások";60142;;;206905;4
FALSE;"F02";"F02";"FJ13";2;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";15513,3;;;206905;4
FALSE;"F02";"F02";"FJ13";2;2;0;0;1;3;"Dologi kiadások";6893;;;206905;4
FALSE;"F02";"F02";"FJ13";2;2;0;0;1;4;"Ellátottak pénzbeli juttatásai";297,4;;;206905;4
FALSE;"F02";"F02";"FJ13";2;2;0;0;2;0;"Felhalmozási költségvetés";;;;206905;3
FALSE;"F02";"F02";"FJ13";2;2;0;0;2;6;"Beruházások";137,9;;;206905;4
FALSE;"F02";"F02";"FJ13";3;0;0;0;0;0;"Katonai Nemzetbiztonsági Szolgálat";;150;13576,8;198301;1
FALSE;"F02";"F02";"FJ13";3;0;0;0;1;0;"Működési költségvetés";;;;198301;2
FALSE;"F02";"F02";"FJ13";3;0;0;0;1;1;"Személyi juttatások";7814,4;;;198301;3
FALSE;"F02";"F02";"FJ13";3;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";2002;;;198301;3
FALSE;"F02";"F02";"FJ13";3;0;0;0;1;3;"Dologi kiadások";3810;;;198301;3
FALSE;"F02";"F02";"FJ13";3;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";21,4;;;198301;3
FALSE;"F02";"F02";"FJ13";3;0;0;0;2;0;"Felhalmozási költségvetés";;;;198301;2
FALSE;"F02";"F02";"FJ13";3;0;0;0;2;6;"Beruházások";79;;;198301;3
FALSE;"F05";"F05a";"FJ13";6;0;0;0;0;0;"MH Egészségügyi Központ";;22235,5;5813,1;2718;1
FALSE;"F05";"F05a";"FJ13";6;0;0;0;1;0;"Működési költségvetés";;;;2718;2
FALSE;"F05";"F05a";"FJ13";6;0;0;0;1;1;"Személyi juttatások";15304,3;;;2718;3
FALSE;"F05";"F05a";"FJ13";6;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";4202,6;;;2718;3
FALSE;"F05";"F05a";"FJ13";6;0;0;0;1;3;"Dologi kiadások";8254,8;;;2718;3
FALSE;"F05";"F05a";"FJ13";6;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";71,9;;;2718;3
FALSE;"F05";"F05a";"FJ13";6;0;0;0;2;0;"Felhalmozási költségvetés";;;;2718;2
FALSE;"F05";"F05a";"FJ13";6;0;0;0;2;6;"Beruházások";215;;;2718;3
FALSE;"F04";"F04b";"FJ13";7;0;0;0;0;0;"Kratochvil Károly Honvéd Középiskola és Kollégium";;;272,1;342606;1
FALSE;"F04";"F04b";"FJ13";7;0;0;0;1;0;"Működési költségvetés";;;;342606;2
FALSE;"F04";"F04b";"FJ13";7;0;0;0;1;1;"Személyi juttatások";207;;;342606;3
FALSE;"F04";"F04b";"FJ13";7;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";64,4;;;342606;3
FALSE;"F04";"F04b";"FJ13";7;0;0;0;1;3;"Dologi kiadások";0,1;;;342606;3
FALSE;"F04";"F04b";"FJ13";7;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";0,6;;;342606;3
FALSE;"F16";"F16";"FJ13";8;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;2730;1
FALSE;"F16";"F16";"FJ13";8;2;0;0;0;0;"Ágazati célelőirányzatok";;;;2774;2
FALSE;"F02";"F02";"FJ13";8;2;1;0;0;0;"NATO és EU felajánlás alapján kialakításra kerülő készenléti alegységek alkalmazásának kiadásai (NRF, Battle Group és DCM)";100;;100;272578;3
FALSE;"F08";"F08a";"FJ13";8;2;3;0;0;0;"Honvédelem érdekében tevékenykedő civil szervezetek támogatása";;;;32025;3
FALSE;"F08";"F08f";"FJ13";8;2;3;6;0;0;"Honvédelem érdekében tevékenykedő civil szervezetek pályázati támogatása";45;;45;264378;4
FALSE;"F08";"F08f";"FJ13";8;2;3;19;0;0;"Honvédelem érdekében tevékenykedő civil szervezetek támogatása";134;;134;302724;4
FALSE;"F02";"F02";"FJ13";8;2;5;0;0;0;"Nonprofit korlátolt felelősségű társaságok támogatása";1435;;1435;241189;3
FALSE;"F02";"F02";"FJ13";8;2;25;0;0;0;"Hozzájárulás a NATO Biztonsági Beruházási Programjához";2290,5;;2290,5;220459;3
FALSE;"F16";"F16";"FJ13";8;2;39;0;0;0;"Alapítványok, közalapítványok támogatása";;;;297146;3
FALSE;"F08";"F08a";"FJ13";8;2;39;1;0;0;"Magyar Futball Akadémia Alapítvány támogatása";50;;50;277589;4
FALSE;"F06";"F06f";"FJ13";8;2;39;2;0;0;"MH Szociálpolitikai Közalapítvány által ellátott feladatok támogatása";63;;63;249756;4
FALSE;"F06";"F06f";"FJ13";8;2;39;3;0;0;"Hozzájárulás a hadigondozásról szóló törvényt végrehajtó közalapítványhoz";3066,6;;3066,6;14881;4
FALSE;"F16";"F16";"FJ13";8;2;40;0;0;0;"Nemzetközi tagdíjak, tagdíj jellegű befizetések";;;;297157;3
FALSE;"F02";"F02";"FJ13";8;2;40;1;0;0;"Hozzájárulás a NATO költségvetéséhez";3982,8;;3982,8;220448;4
FALSE;"F02";"F02";"FJ13";8;2;40;2;0;0;"Hozzájárulás az EU védelmi célú közös finanszírozású védelmi alapjaihoz";368;;368;249745;4
FALSE;"F01";"F01a";"FJ13";8;3;0;0;0;0;"Fejezeti stabilitási tartalék";2661,9;;2661,9;352117;2
FALSE;"F16";"F16";"FJ14";0;0;0;0;0;0;"XIV. BELÜGYMINISZTÉRIUM";;;;269490;0
FALSE;"F01";"F01a";"FJ14";1;0;0;0;0;0;"Belügyminisztérium igazgatása";;25,5;5281,1;3704;1
FALSE;"F01";"F01a";"FJ14";1;0;0;0;1;0;"Működési költségvetés";;;;3704;2
FALSE;"F01";"F01a";"FJ14";1;0;0;0;1;1;"Személyi juttatások";3392;;;3704;3
FALSE;"F01";"F01a";"FJ14";1;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";827,7;;;3704;3
FALSE;"F01";"F01a";"FJ14";1;0;0;0;1;3;"Dologi kiadások";903,2;;;3704;3
FALSE;"F01";"F01a";"FJ14";1;0;0;0;1;5;"Egyéb működési célú kiadások";149;;;3704;3
FALSE;"F01";"F01a";"FJ14";1;0;0;0;2;0;"Felhalmozási költségvetés";;;;3704;2
FALSE;"F01";"F01a";"FJ14";1;0;0;0;2;6;"Beruházások";34,7;;;3704;3
FALSE;"F03";"F03b";"FJ14";2;0;0;0;0;0;"Nemzeti Védelmi Szolgálat";;;6105,8;19435;1
FALSE;"F03";"F03b";"FJ14";2;0;0;0;1;0;"Működési költségvetés";;;;19435;2
FALSE;"F03";"F03b";"FJ14";2;0;0;0;1;1;"Személyi juttatások";3460,3;;;19435;3
FALSE;"F03";"F03b";"FJ14";2;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";907,8;;;19435;3
FALSE;"F03";"F03b";"FJ14";2;0;0;0;1;3;"Dologi kiadások";591,7;;;19435;3
FALSE;"F03";"F03b";"FJ14";2;0;0;0;2;0;"Felhalmozási költségvetés";;;;19435;2
FALSE;"F03";"F03b";"FJ14";2;0;0;0;2;6;"Beruházások";495,1;;;19435;3
FALSE;"F03";"F03b";"FJ14";2;0;0;0;2;7;"Felújítások";650,9;;;19435;3
FALSE;"F03";"F03b";"FJ14";4;0;0;0;0;0;"Terrorelhárítási Központ";;123;12102,2;294479;1
FALSE;"F03";"F03b";"FJ14";4;0;0;0;1;0;"Működési költségvetés";;;;294479;2
FALSE;"F03";"F03b";"FJ14";4;0;0;0;1;1;"Személyi juttatások";7218,8;;;294479;3
FALSE;"F03";"F03b";"FJ14";4;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1971,2;;;294479;3
FALSE;"F03";"F03b";"FJ14";4;0;0;0;1;3;"Dologi kiadások";1826,8;;;294479;3
FALSE;"F03";"F03b";"FJ14";4;0;0;0;2;0;"Felhalmozási költségvetés";;;;294479;2
FALSE;"F03";"F03b";"FJ14";4;0;0;0;2;6;"Beruházások";908,4;;;294479;3
FALSE;"F03";"F03b";"FJ14";4;0;0;0;2;7;"Felújítások";300;;;294479;3
FALSE;"F03";"F03d";"FJ14";5;0;0;0;0;0;"Büntetés-végrehajtás";;2715,6;55379,6;3737;1
FALSE;"F03";"F03d";"FJ14";5;0;0;0;1;0;"Működési költségvetés";;;;3737;2
FALSE;"F03";"F03d";"FJ14";5;0;0;0;1;1;"Személyi juttatások";28276,7;;;3737;3
FALSE;"F03";"F03d";"FJ14";5;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";6389,2;;;3737;3
FALSE;"F03";"F03d";"FJ14";5;0;0;0;1;3;"Dologi kiadások";17414,5;;;3737;3
FALSE;"F03";"F03d";"FJ14";5;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";2,7;;;3737;3
FALSE;"F03";"F03d";"FJ14";5;0;0;0;1;5;"Egyéb működési célú kiadások";2;;;3737;3
FALSE;"F03";"F03d";"FJ14";5;0;0;0;2;0;"Felhalmozási költségvetés";;;;3737;2
FALSE;"F03";"F03d";"FJ14";5;0;0;0;2;6;"Beruházások";5739,4;;;3737;3
FALSE;"F03";"F03d";"FJ14";5;0;0;0;2;7;"Felújítások";157,7;;;3737;3
FALSE;"F03";"F03d";"FJ14";5;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";113;;;3737;3
FALSE;"F04";"F04d";"FJ14";6;0;0;0;0;0;"Közszolgálati Személyzetfejlesztési Főigazgatóság";;22,2;661,7;332184;1
FALSE;"F04";"F04d";"FJ14";6;0;0;0;1;0;"Működési költségvetés";;;;332184;2
FALSE;"F04";"F04d";"FJ14";6;0;0;0;1;1;"Személyi juttatások";448;;;332184;3
FALSE;"F04";"F04d";"FJ14";6;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";114,9;;;332184;3
FALSE;"F04";"F04d";"FJ14";6;0;0;0;1;3;"Dologi kiadások";121;;;332184;3
FALSE;"F03";"F03b";"FJ14";7;0;0;0;0;0;"Rendőrség";;5301,6;250324,6;1580;1
FALSE;"F03";"F03b";"FJ14";7;0;0;0;1;0;"Működési költségvetés";;;;1580;2
FALSE;"F03";"F03b";"FJ14";7;0;0;0;1;1;"Személyi juttatások";166303,2;;;1580;3
FALSE;"F03";"F03b";"FJ14";7;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";44187,1;;;1580;3
FALSE;"F03";"F03b";"FJ14";7;0;0;0;1;3;"Dologi kiadások";37439,5;;;1580;3
FALSE;"F03";"F03b";"FJ14";7;0;0;0;1;5;"Egyéb működési célú kiadások";811,2;;;1580;3
FALSE;"F03";"F03b";"FJ14";7;0;0;0;2;0;"Felhalmozási költségvetés";;;;1580;2
FALSE;"F03";"F03b";"FJ14";7;0;0;0;2;6;"Beruházások";6328,5;;;1580;3
FALSE;"F03";"F03b";"FJ14";7;0;0;0;2;7;"Felújítások";451,7;;;1580;3
FALSE;"F03";"F03b";"FJ14";7;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";105;;;1580;3
FALSE;"F03";"F03b";"FJ14";8;0;0;0;0;0;"Alkotmányvédelmi Hivatal";;47,4;7671,6;648;1
FALSE;"F03";"F03b";"FJ14";8;0;0;0;1;0;"Működési költségvetés";;;;648;2
FALSE;"F03";"F03b";"FJ14";8;0;0;0;1;1;"Személyi juttatások";5331,2;;;648;3
FALSE;"F03";"F03b";"FJ14";8;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1450,7;;;648;3
FALSE;"F03";"F03b";"FJ14";8;0;0;0;1;3;"Dologi kiadások";810,4;;;648;3
FALSE;"F03";"F03b";"FJ14";8;0;0;0;1;5;"Egyéb működési célú kiadások";0,3;;;648;3
FALSE;"F03";"F03b";"FJ14";8;0;0;0;2;0;"Felhalmozási költségvetés";;;;648;2
FALSE;"F03";"F03b";"FJ14";8;0;0;0;2;6;"Beruházások";106,4;;;648;3
FALSE;"F03";"F03b";"FJ14";8;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";20;;;648;3
FALSE;"F03";"F03b";"FJ14";9;0;0;0;0;0;"Nemzetbiztonsági Szakszolgálat";;220,6;17677,7;19370;1
FALSE;"F03";"F03b";"FJ14";9;0;0;0;1;0;"Működési költségvetés";;;;19370;2
FALSE;"F03";"F03b";"FJ14";9;0;0;0;1;1;"Személyi juttatások";10153,8;;;19370;3
FALSE;"F03";"F03b";"FJ14";9;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";2640,3;;;19370;3
FALSE;"F03";"F03b";"FJ14";9;0;0;0;1;3;"Dologi kiadások";2354,9;;;19370;3
FALSE;"F03";"F03b";"FJ14";9;0;0;0;1;5;"Egyéb működési célú kiadások";0,4;;;19370;3
FALSE;"F03";"F03b";"FJ14";9;0;0;0;2;0;"Felhalmozási költségvetés";;;;19370;2
FALSE;"F03";"F03b";"FJ14";9;0;0;0;2;6;"Beruházások";2705;;;19370;3
FALSE;"F03";"F03b";"FJ14";9;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";43,9;;;19370;3
FALSE;"F03";"F03b";"FJ14";10;0;0;0;0;0;"Szervezett Bűnözés Elleni Koordinációs Központ";;;416,8;235006;1
FALSE;"F03";"F03b";"FJ14";10;0;0;0;1;0;"Működési költségvetés";;;;235006;2
FALSE;"F03";"F03b";"FJ14";10;0;0;0;1;1;"Személyi juttatások";82,9;;;235006;3
FALSE;"F03";"F03b";"FJ14";10;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";24;;;235006;3
FALSE;"F03";"F03b";"FJ14";10;0;0;0;1;3;"Dologi kiadások";290,3;;;235006;3
FALSE;"F03";"F03b";"FJ14";10;0;0;0;2;0;"Felhalmozási költségvetés";;;;235006;2
FALSE;"F03";"F03b";"FJ14";10;0;0;0;2;6;"Beruházások";19,6;;;235006;3
FALSE;"F03";"F03c";"FJ14";12;0;0;0;0;0;"BM Országos Katasztrófavédelmi Főigazgatóság";;2633,2;53706,3;1711;1
FALSE;"F03";"F03c";"FJ14";12;0;0;0;1;0;"Működési költségvetés";;;;1711;2
FALSE;"F03";"F03c";"FJ14";12;0;0;0;1;1;"Személyi juttatások";37349,1;;;1711;3
FALSE;"F03";"F03c";"FJ14";12;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";9274,1;;;1711;3
FALSE;"F03";"F03c";"FJ14";12;0;0;0;1;3;"Dologi kiadások";5366,7;;;1711;3
FALSE;"F03";"F03c";"FJ14";12;0;0;0;1;5;"Egyéb működési célú kiadások";18,4;;;1711;3
FALSE;"F03";"F03c";"FJ14";12;0;0;0;2;0;"Felhalmozási költségvetés";;;;1711;2
FALSE;"F03";"F03c";"FJ14";12;0;0;0;2;6;"Beruházások";3706,5;;;1711;3
FALSE;"F03";"F03c";"FJ14";12;0;0;0;2;7;"Felújítások";606,7;;;1711;3
